id,peso,grasa,visibilidad,tipo,precio minorista maximo,id tienda unica,inaguracion,tamanho,ubicacion,tipo de tienda,ventas
NCI31,20,Bajo,0.0814536,Otros,36.819,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,768.999
FDZ48,17.75,LF,0.07607772,Productos para hornear,112.4544,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2348.9424
FDI16,14,Regular,0.135775701,Congelados,54.564,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1597.92
FDZ31,15.35,Regular,0,Frutas y Vegetales,193.0504,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2492.7552
DRG15,6.13,Bajo,0.076891526,Diariamente,61.5536,OUT045,2002,,Sede 2,Supermercado Tipo1,796.2968
FDX36,9.695,Regular,0.128543405,Productos para hornear,226.5404,OUT045,2002,,Sede 2,Supermercado Tipo1,4500.808
FDD40,20.25,Regular,0.014793357,Diariamente,191.5162,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,3078.6592
FDA04,,Regular,0.066406853,Congelados,259.7962,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5697.9164
FDL21,15.85,Regular,0.007140468,Snack,40.848,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,679.116
FDS21,19.85,Regular,0.020858779,Snack,62.8194,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,928.791
DRF23,4.61,Bajo,0.123346085,Bebidas Fuertes,172.5396,OUT017,2007,,Sede 2,Supermercado Tipo1,3663.2316
FDM46,7.365,Bajo,0.159937597,Snack,93.912,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1304.968
DRG49,,Bajo,0.067128641,Bebidas Suaves,242.8486,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3420.8804
FDG26,18.85,Bajo,0.042736348,Enlatados,255.933,OUT045,2002,,Sede 2,Supermercado Tipo1,3844.995
FDR51,,Regular,0.172629683,Carne,148.4708,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3761.77
FDV39,11.3,Bajo,0.007278512,Carne,196.7426,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2768.3964
FDC39,7.405,Bajo,0,Diariamente,205.7296,OUT017,2007,,Sede 2,Supermercado Tipo1,4570.0512
FDP45,15.7,Regular,0.03079807,Snack,252.9724,OUT017,2007,,Sede 2,Supermercado Tipo1,3020.0688
FDC56,7.72,Bajo,0.12152072,Frutas y Vegetales,118.244,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,958.752
FDK38,6.65,Bajo,0.053591345,Enlatados,149.7734,OUT017,2007,,Sede 2,Supermercado Tipo1,2375.5744
NCJ29,10.6,Bajo,0.035163639,Higiene,84.4224,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,852.224
NCF19,,Bajo,0.061470858,Productos de casa,48.6034,OUT019,1985,Pequeño,Sede 1,Abarrotes,145.8102
FDG59,15.85,Bajo,0.043226398,Starchy Foods,37.5164,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,270.3148
FDE59,12.15,Bajo,0.062640143,Starchy Foods,36.6532,OUT017,2007,,Sede 2,Supermercado Tipo1,251.6724
FDB04,11.35,Regular,0.06358394,Diariamente,89.4856,OUT017,2007,,Sede 2,Supermercado Tipo1,1142.5128
NCK05,20.1,Bajo,0.077389797,Higiene,60.8536,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1347.5792
FDR03,15.7,Regular,0.00878535,Carne,204.998,OUT017,2007,,Sede 2,Supermercado Tipo1,5366.348
FDQ03,,Regular,0.136592891,Carne,238.0248,OUT019,1985,Pequeño,Sede 1,Abarrotes,711.0744
FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,,Sede 2,Supermercado Tipo1,1661.8368
DRB13,6.115,Regular,0.007084185,Bebidas Suaves,191.153,OUT017,2007,,Sede 2,Supermercado Tipo1,3415.554
NCE54,20.7,Bajo,0.027052013,Productos de casa,73.9354,OUT017,2007,,Sede 2,Supermercado Tipo1,1655.1788
FDC10,9.8,reg,0.072863893,Snack,118.6098,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,843.5686
FDR46,,Bajo,0.244102315,Snack,148.076,OUT019,1985,Pequeño,Sede 1,Abarrotes,146.476
FDA10,20.35,Bajo,0.141789197,Snack,121.9072,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1347.5792
FDP23,,Bajo,0.035414528,Panes,218.2166,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3701.1822
FDJ41,6.85,Bajo,0.022864238,Congelados,260.0594,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,6018.1662
FDL46,20.35,Bajo,0.054011943,Snack,116.5466,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1885.5456
FDX33,9.195,Regular,0.117462619,Snack,158.9578,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2246.4092
NCL29,9.695,Bajo,0.11411658,Higiene,158.8604,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,4436.8912
FDE16,,Bajo,0.046124444,Congelados,206.7954,OUT019,1985,Pequeño,Sede 1,Abarrotes,833.5816
FDM57,11.65,Regular,0.075849167,Snack,85.1908,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2181.1608
FDZ36,6.035,Regular,0.065729039,Productos para hornear,188.324,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1491.392
NCW42,18.2,Bajo,0.097865088,Productos de casa,221.8456,OUT010,1998,,Sede 3,Abarrotes,884.1824
NCI54,,LF,0.058827583,Productos de casa,110.4912,OUT019,1985,Pequeño,Sede 1,Abarrotes,436.7648
DRK01,7.63,Bajo,0.061313057,Bebidas Suaves,93.3436,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1323.6104
FDX10,6.385,Regular,0.123961415,Snack,33.2874,OUT045,2002,,Sede 2,Supermercado Tipo1,141.1496
FDO46,9.6,Regular,0.014270394,Snack,187.3872,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2647.2208
FDD16,20.5,Bajo,0.060847634,Congelados,75.0696,OUT010,1998,,Sede 3,Abarrotes,149.1392
FDZ20,,Bajo,0,Frutas y Vegetales,253.0356,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,11445.102
NCI18,18.35,Bajo,0.014103354,Productos de casa,225.4746,OUT017,2007,,Sede 2,Supermercado Tipo1,1346.2476
DRI25,19.6,Bajo,0.033901442,Bebidas Suaves,56.2614,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,773.6596
FDY44,14.15,Regular,0.024454052,Frutas y Vegetales,197.211,OUT045,2002,,Sede 2,Supermercado Tipo1,3731.809
FDW38,,Regular,0,Diariamente,55.9298,OUT019,1985,Pequeño,Sede 1,Abarrotes,107.8596
FDY33,,Regular,0.096730427,Snack,159.0262,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5887.6694
DRH51,17.6,Bajo,0.097198194,Diariamente,89.8856,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,351.5424
FDT32,19,Regular,0.066005186,Frutas y Vegetales,188.4214,OUT017,2007,,Sede 2,Supermercado Tipo1,2826.321
FDI50,8.42,Regular,0.030890618,Enlatados,228.7352,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,5954.9152
FDB60,9.3,Bajo,0.028498354,Productos para hornear,195.8136,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2332.9632
FDP09,19.75,LF,0.033883448,Snack,213.2902,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,4247.804
FDA20,6.78,Bajo,0.066565644,Frutas y Vegetales,185.324,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3914.904
NCX05,,Bajo,0.169943195,Higiene,116.2492,OUT019,1985,Pequeño,Sede 1,Abarrotes,115.8492
DRF37,17.25,Bajo,0,Bebidas Suaves,263.591,OUT045,2002,,Sede 2,Supermercado Tipo1,788.973
FDJ26,15.3,Regular,0.084765192,Enlatados,215.0218,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1923.4962
FDZ25,15.7,Regular,0.027617046,Enlatados,168.279,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4074.696
FDZ58,17.85,Bajo,0.052166995,Snack,121.7072,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2817.6656
FDZ50,,Regular,0,Diariamente,184.2608,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,6064.1064
NCG18,15.3,Bajo,0.038460297,Productos de casa,104.0332,OUT010,1998,,Sede 3,Abarrotes,205.0664
FDZ56,16.25,Bajo,0.025789175,Frutas y Vegetales,166.9474,OUT045,2002,,Sede 2,Supermercado Tipo1,2863.6058
FDH50,15,Regular,0.161301097,Enlatados,185.1266,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2213.1192
DRO35,13.85,Bajo,0.034640466,Bebidas Fuertes,116.1492,OUT045,2002,,Sede 2,Supermercado Tipo1,1274.3412
DRH51,,Bajo,0,Diariamente,89.1856,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2109.2544
FDS19,13.8,Regular,0.064307102,Frutas y Vegetales,77.3012,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1593.9252
NCM06,7.475,Bajo,0.076036381,Productos de casa,153.9656,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2625.9152
FDP52,18.7,Regular,0.071091591,Congelados,228.601,OUT017,2007,,Sede 2,Supermercado Tipo1,4823.721
FDK02,12.5,Bajo,0.187841082,Enlatados,119.244,OUT010,1998,,Sede 3,Abarrotes,119.844
FDG59,15.85,Bajo,0.043234574,Starchy Foods,38.3164,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,540.6296
FDN20,,Bajo,0.026055106,Frutas y Vegetales,169.5474,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4211.185
FDO57,20.75,Bajo,0.109153001,Snack,161.3578,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,4492.8184
NCJ30,5.82,Bajo,0.08062523,Productos de casa,168.379,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1188.453
FDQ31,5.785,Regular,0.0901292,Frutas y Vegetales,89.8856,OUT010,1998,,Sede 3,Abarrotes,175.7712
FDC05,13.1,Regular,0.098938169,Congelados,195.7768,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,4138.6128
FDM08,10.1,Regular,0,Frutas y Vegetales,225.1088,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3579.3408
NCA41,16.75,Bajo,0.032580547,Higiene,192.1162,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,3848.324
FDK15,,Bajo,0.097937252,Carne,98.9042,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4960.21
FDX56,17.1,Regular,0,Frutas y Vegetales,208.5638,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,5383.6588
FDT21,7.42,Bajo,0.020391845,Snack,248.9092,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2241.0828
FDQ46,7.51,Bajo,0.103813029,Snack,113.7544,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,671.1264
FDS01,,Bajo,0.031069203,Enlatados,179.6686,OUT019,1985,Pequeño,Sede 1,Abarrotes,177.7686
FDW34,,Bajo,0.062294473,Snack,242.417,OUT019,1985,Pequeño,Sede 1,Abarrotes,486.034
FDX07,19.2,Regular,0.022914478,Frutas y Vegetales,181.195,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2380.235
FDN13,18.6,Bajo,0.152058281,Desayuno,99.9358,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,201.0716
NCP02,7.105,Bajo,0.044991294,Productos de casa,59.2562,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,651.8182
FDT48,4.92,Bajo,0.046214971,Productos para hornear,199.8084,OUT017,2007,,Sede 2,Supermercado Tipo1,3968.168
FDZ49,11,Regular,0.13312044,Enlatados,221.5798,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,4187.2162
NCJ17,7.68,Bajo,0.255348289,Higiene,84.4224,OUT010,1998,,Sede 3,Abarrotes,170.4448
FDB17,13.15,Bajo,0.036879539,Congelados,181.3976,OUT017,2007,,Sede 2,Supermercado Tipo1,3078.6592
FDP48,7.52,Regular,0.044202545,Productos para hornear,182.995,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,4394.28
FDI53,8.895,Regular,0.137858955,Congelados,162.1236,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2577.9776
FDW02,4.805,Regular,0.037668051,Diariamente,126.7704,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2628.5784
FDL20,,Bajo,0.224837308,Frutas y Vegetales,112.7886,OUT019,1985,Pequeño,Sede 1,Abarrotes,222.3772
FDV32,7.785,Bajo,0.089069748,Frutas y Vegetales,62.751,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1707.777
FDG38,8.975,Regular,0.053027398,Enlatados,86.0224,OUT017,2007,,Sede 2,Supermercado Tipo1,1278.336
NCB31,,Bajo,0.118099673,Productos de casa,262.891,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5522.811
FDF52,9.3,Bajo,0,Congelados,182.9292,OUT017,2007,,Sede 2,Supermercado Tipo1,4013.4424
FDB15,10.895,Bajo,0.137023446,Diariamente,263.7568,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,7646.0472
FDO48,15,Regular,0.026950104,Productos para hornear,220.9456,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1768.3648
NCR53,12.15,Bajo,0,Higiene,224.4404,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,5626.01
FDF56,16.7,Regular,0.119362812,Frutas y Vegetales,180.3976,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3078.6592
FDL57,15.1,Regular,0.067350054,Snack,257.3304,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,3874.956
NCC31,8.02,Bajo,0,Productos de casa,157.7972,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1713.7692
FDE33,19.35,reg,0.049712775,Frutas y Vegetales,78.2644,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1492.7236
FDV52,20.7,Regular,0.122208091,Congelados,119.7466,OUT017,2007,,Sede 2,Supermercado Tipo1,4006.7844
FDR46,,Bajo,0.138742518,Snack,147.476,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3368.948
DRE12,4.59,Bajo,0.070780558,Bebidas Suaves,114.586,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1245.046
FDD57,18.1,Bajo,0.037492325,Frutas y Vegetales,95.5094,OUT010,1998,,Sede 3,Abarrotes,95.2094
NCS41,12.85,Bajo,0.053527105,Higiene,185.1608,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2388.8904
NCY41,16.75,Bajo,0.076164013,Higiene,34.0532,OUT017,2007,,Sede 2,Supermercado Tipo1,575.2512
FDV22,14.85,Regular,0.009995002,Snack,154.463,OUT017,2007,,Sede 2,Supermercado Tipo1,3755.112
FDF12,8.235,Bajo,0.08259502,Productos para hornear,149.1076,OUT045,2002,,Sede 2,Supermercado Tipo1,1182.4608
FDM13,6.425,Bajo,0.063122753,Desayuno,131.3626,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,262.3252
FDQ56,6.59,Bajo,0.105597316,Frutas y Vegetales,83.4908,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1342.2528
FDW55,,Regular,0.021863506,Frutas y Vegetales,247.0092,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5478.2024
NCT29,,Bajo,0.063800266,Higiene,123.0414,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4629.9732
NCX42,6.36,Bajo,0.006012413,Productos de casa,163.0526,OUT017,2007,,Sede 2,Supermercado Tipo1,1644.526
FDR24,17.35,Regular,0.063207198,Productos para hornear,89.383,OUT017,2007,,Sede 2,Supermercado Tipo1,1258.362
NCS42,8.6,Bajo,0.069809115,Productos de casa,90.5146,OUT017,2007,,Sede 2,Supermercado Tipo1,729.7168
FDL40,17.7,Bajo,0.011660463,Congelados,96.541,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2220.443
FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,3749.7856
DRE03,19.6,Bajo,0.024226902,Diariamente,48.7718,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,236.359
NCM18,,Bajo,0.082440705,Productos de casa,61.3194,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2043.3402
FDF52,9.3,Bajo,0.066918731,Congelados,184.2292,OUT045,2002,,Sede 2,Supermercado Tipo1,1641.8628
NCG43,20.2,Bajo,0.074390007,Productos de casa,91.4462,OUT045,2002,,Sede 2,Supermercado Tipo1,1943.4702
FDE20,11.35,Regular,0.005530516,Frutas y Vegetales,171.179,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4923.591
FDI33,16.5,Bajo,0.028579565,Snack,90.3146,OUT017,2007,,Sede 2,Supermercado Tipo1,2554.0088
NCT06,17.1,Bajo,0.038705317,Productos de casa,165.0842,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2320.9788
FDY24,4.88,Regular,0,Productos para hornear,53.1298,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,808.947
FDZ33,10.195,Bajo,0.108004532,Snack,148.7076,OUT017,2007,,Sede 2,Supermercado Tipo1,1330.2684
FDJ55,12.8,Regular,0.023626808,Carne,223.2404,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2475.4444
FDE45,,Bajo,0.070660449,Frutas y Vegetales,180.4002,OUT019,1985,Pequeño,Sede 1,Abarrotes,716.4008
FDD44,8.05,Regular,0.078719835,Frutas y Vegetales,258.5646,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,3091.9752
FDD10,20.6,reg,0.046208155,Snack,178.0344,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1605.9096
FDA39,6.32,Bajo,0.012769753,Carne,39.9822,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,78.5644
FDB36,5.465,Regular,0.048486801,Productos para hornear,131.2626,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3410.2276
FDK52,18.25,Bajo,0.132596101,Congelados,226.2062,OUT010,1998,,Sede 3,Abarrotes,677.1186
FDJ36,14.5,Regular,0.128459481,Productos para hornear,102.0332,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2050.664
NCB55,15.7,Bajo,0.161317495,Productos de casa,57.5562,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,829.5868
NCK18,9.6,Bajo,0.011211251,Productos de casa,166.9184,OUT010,1998,,Sede 3,Abarrotes,660.4736
FDX27,20.7,reg,0.114294512,Diariamente,94.9436,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1229.0668
FDB08,6.055,Bajo,0.031103357,Frutas y Vegetales,159.9578,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2727.7826
FDX43,5.655,LF,0.085274988,Frutas y Vegetales,165.05,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2330.3
FDA20,6.78,Bajo,0.066892471,Frutas y Vegetales,186.424,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1304.968
FDC04,,Bajo,0.078764059,Diariamente,241.3854,OUT019,1985,Pequeño,Sede 1,Abarrotes,483.3708
FDG17,6.865,Regular,0.036042939,Congelados,244.4486,OUT017,2007,,Sede 2,Supermercado Tipo1,4153.9262
FDU58,6.61,Regular,0.04855968,Snack,188.4898,OUT010,1998,,Sede 3,Abarrotes,187.0898
FDP24,,Bajo,0.082602127,Productos para hornear,120.9756,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3877.6192
NCT29,12.6,Bajo,0.064240743,Higiene,121.9414,OUT045,2002,,Sede 2,Supermercado Tipo1,1462.0968
FDB08,6.055,Bajo,0.031230059,Frutas y Vegetales,160.3578,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1765.0358
NCB43,20.2,Bajo,0.100114941,Productos de casa,188.3898,OUT045,2002,,Sede 2,Supermercado Tipo1,3554.7062
FDL09,,Regular,0.22417463,Snack,168.8816,OUT019,1985,Pequeño,Sede 1,Abarrotes,167.7816
DRK49,14.15,Bajo,0.035943717,Bebidas Suaves,40.5138,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,446.7518
FDR37,16.5,Regular,0.06619442,Desayuno,184.4292,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3101.2964
FDG56,13.3,Regular,0.071439051,Frutas y Vegetales,61.0536,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1898.8616
FDE34,9.195,Bajo,0.108059141,Snack,181.7634,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,6179.9556
FDE16,,Bajo,0.026216144,Congelados,207.5954,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,6668.6528
FDT58,9,Bajo,0.085938463,Snack,168.6816,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1342.2528
FDR03,15.7,Regular,0.008734284,Carne,207.898,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,3095.97
NCL30,18.1,Bajo,0.049016517,Productos de casa,128.7336,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2173.1712
FDT22,,Bajo,0.111554381,Snack,59.822,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1677.816
FDP45,15.7,Regular,0.030672457,Snack,253.1724,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,5285.1204
FDS15,9.195,Regular,0.077995641,Carne,107.1596,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2804.3496
FDF16,,Bajo,0.085715273,Congelados,146.6076,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1773.6912
FDL13,13.85,Regular,0.056432784,Desayuno,234.93,OUT045,2002,,Sede 2,Supermercado Tipo1,4660.6
NCV30,20.2,Bajo,0.066200667,Productos de casa,61.451,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,126.502
FDG33,,Regular,0.245542627,Comida marina,172.2764,OUT019,1985,Pequeño,Sede 1,Abarrotes,171.7764
FDO10,13.65,reg,0.0127517,Snack,55.5588,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1603.2464
FDQ03,15,Regular,0.077949334,Carne,238.7248,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2133.2232
NCC55,10.695,Bajo,0.064022881,Productos de casa,36.0848,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,372.848
FDD52,,Regular,0.182407266,Diariamente,109.157,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1867.569
FDI16,14,Regular,0.136328794,Congelados,54.864,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,319.584
FDB44,6.655,Bajo,0.016958832,Frutas y Vegetales,210.0586,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4221.172
FDA25,16.5,Regular,0.068125756,Enlatados,101.199,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1031.99
FDV33,9.6,Regular,0.02734361,Snack,257.8304,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1808.3128
FDX47,6.55,Regular,0.034658144,Panes,155.8288,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1099.9016
FDO50,16.25,Bajo,0,Enlatados,89.8804,OUT017,2007,,Sede 2,Supermercado Tipo1,1102.5648
FDV57,15.25,Regular,0.065841719,Snack,179.866,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2696.49
FDB02,9.695,Regular,0.029158763,Enlatados,174.537,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1235.059
FDD16,,Bajo,0.063649582,Congelados,74.7696,OUT019,1985,Pequeño,Sede 1,Abarrotes,74.5696
FDX02,16,LF,0.05706009,Diariamente,225.0404,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4950.8888
FDP11,15.85,Bajo,0.11566015,Panes,218.3166,OUT010,1998,,Sede 3,Abarrotes,435.4332
FDH32,,Bajo,0.075691713,Frutas y Vegetales,98.241,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2220.443
NCL18,18.85,Bajo,0.167844438,Productos de casa,193.9136,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,3110.6176
FDT12,6.215,Regular,0.049722335,Productos para hornear,224.5062,OUT045,2002,,Sede 2,Supermercado Tipo1,4514.124
FDD50,,Bajo,0.14095631,Enlatados,167.7132,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3889.6036
NCU05,11.8,Bajo,0.058827557,Higiene,80.8618,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1288.9888
FDI56,7.325,Bajo,0.093765794,Frutas y Vegetales,90.3146,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1733.0774
DRL11,10.5,Bajo,0.048092816,Bebidas Fuertes,159.2946,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1893.5352
FDQ08,15.7,Regular,0.018968743,Frutas y Vegetales,61.9536,OUT045,2002,,Sede 2,Supermercado Tipo1,1225.072
FDW20,,Bajo,0.024032484,Frutas y Vegetales,124.973,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2463.46
FDW46,13,Regular,0.070444232,Snack,63.4484,OUT045,2002,,Sede 2,Supermercado Tipo1,1043.9744
FDO09,13.5,Regular,0.125469442,Snack,264.491,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,6574.775
DRJ49,6.865,Bajo,0.01405025,Bebidas Suaves,128.9652,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1679.1476
FDP26,7.785,Bajo,0.139436695,Diariamente,103.0306,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2404.2038
FDO19,17.7,Regular,0.016593506,Frutas y Vegetales,46.9034,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,972.068
NCG43,20.2,Bajo,0.124261614,Productos de casa,93.6462,OUT010,1998,,Sede 3,Abarrotes,277.6386
FDG02,7.855,Bajo,0.011261165,Enlatados,189.5188,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1904.188
FDO32,6.36,Bajo,0.120520818,Frutas y Vegetales,45.906,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,419.454
FDR34,17,Regular,0.015965308,Snack,229.4352,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4809.7392
FDU59,5.78,Bajo,0.096386227,Panes,163.5552,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1787.0072
FDN31,11.5,Bajo,0.073029341,Frutas y Vegetales,187.953,OUT045,2002,,Sede 2,Supermercado Tipo1,2656.542
FDT55,,Regular,0.043443753,Frutas y Vegetales,158.1946,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,6942.9624
FDE08,18.2,Bajo,0.049520593,Frutas y Vegetales,147.3734,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2375.5744
FDK52,18.25,Bajo,0.079152918,Congelados,223.8062,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,4288.4178
FDW11,12.6,Bajo,0.048741487,Panes,60.4194,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,990.7104
FDC03,8.575,reg,0.071958197,Diariamente,195.3794,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,3511.4292
FDR43,18.2,Bajo,0.162147349,Frutas y Vegetales,37.719,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,549.285
FDL14,8.115,reg,0.05382735,Enlatados,155.2972,OUT010,1998,,Sede 3,Abarrotes,311.5944
